Composer,Title,Attribution Level,Genre,nPVI_Entire,Nine_Eight,pitch_correlation,pitch_entropy,parallel_motion,similar_motion,oblique_motion,FILENAME,t1_1,t1_2,t1_3,t1_4,t1_5,t1_6,t1_7,t2_1,t2_2,t2_3,t2_4,t2_5,t2_6,t2_7,t3_1,t3_2,t3_3,t3_4,t3_5,t3_6,t3_7,t4_1,t4_2,t4_3,t4_4,t4_5,t4_6,t4_7,t5_1,t5_2,t5_3,t5_4,t5_5,t5_6,t5_7,t6_1,t6_2,t6_3,t6_4,t6_5,t6_6,t6_7,t7_1,t7_2,t7_3,t7_4,t7_5,t7_6,t7_7,
Josquin des Prez,Jos0405e-Missa_Sub_tuum_presidium-Agnus.krn,5,Mass,113.018,1,0.61445355,6.49578,0.093073593,12.04,61,Jos0405e,3.79,1.956,1.589,0.611,0.856,1.345,5.257,3.056,0.489,2.323,0,0,0,0.733,0.856,2.934,1.467,4.645,0.733,0.733,0.733,0.856,0.367,3.667,1.834,5.501,1.222,0.244,1.834,0,1.345,5.501,6.357,5.379,1.711,0.367,0,0.122,1.467,6.601,1.467,4.279,4.645,0.733,1.467,0.122,3.056,3.545,2.2,
Josquin des Prez,Jos0406a-Missa_Veni_sancte_spiritus-Kyrie.krn,4,Mass,124.858,1,0.928758462,6.90607,0.171361502,13.68,64.25,Jos0406a,3.485,5.385,0.211,0.95,0.739,1.69,4.435,5.597,2.957,3.168,0.845,1.584,0.106,0.634,0.739,4.541,0.845,4.118,0.106,0.528,0,1.056,1.056,4.646,2.218,5.491,0.739,0.739,1.795,0.211,1.584,4.963,1.795,4.646,0.634,0.211,0.845,0.317,2.112,4.646,1.584,4.224,4.329,0.211,0,0.211,1.373,4.752,0.95,
Josquin des Prez,Jos0406b-Missa_Veni_sancte_spiritus-Gloria.krn,4,Mass,116.141,3,0.907948485,6.44299,0.154929577,15.64,49.47,Jos0406b,5.79,4.514,0.393,1.766,0.687,1.374,3.729,5.397,3.435,2.453,0.883,1.472,0.589,0.981,0.785,3.631,0.687,3.337,0.294,0.294,0,0.687,1.668,4.416,3.925,4.907,0.589,0.393,1.963,0.393,1.374,4.22,3.042,4.122,0.785,0.393,0.981,0,1.472,4.024,4.809,3.042,3.729,0.393,0,0,1.766,3.14,1.276,
Josquin des Prez,Jos0406c-Missa_Veni_sancte_spiritus-Credo.krn,4,Mass,112.442,3,0.885120759,6.59446,0.149931224,16.07,46.98,Jos0406c,4.211,3.998,0.16,1.279,0.959,1.386,3.305,5.437,6.023,2.399,1.706,1.546,0.853,0.746,0.853,4.318,1.226,2.292,0.107,0.16,0,0.64,1.759,4.318,4.318,4.051,0.693,0.959,1.333,1.173,0.8,3.891,3.092,3.038,0.853,0.213,1.279,0,2.132,3.358,3.678,3.358,3.731,0.32,0,0.48,0.959,4.051,2.559,
Josquin des Prez,Jos0406d-Missa_Veni_sancte_spiritus-Sanctus.krn,4,Mass,131.004,1,0.930248517,6.47391,0.169741697,15.81,58.52,Jos0406d,2.521,5.378,0.42,1.429,1.092,1.765,4.034,5.21,1.345,3.697,1.008,2.269,0.252,0.84,1.597,3.782,0.252,4.286,0.504,0.168,0,0.756,1.597,5.042,1.597,4.958,0.588,0.84,2.353,1.008,1.429,5.126,2.605,5.042,0.756,0.42,0.588,0,1.765,5.294,1.008,3.782,4.454,0.504,0,0.168,1.429,3.95,1.092,
Josquin des Prez,Jos0406e-Missa_Veni_sancte_spiritus-Agnus.krn,4,Mass,125.066,1,0.94849315,6.60042,0.165384615,14.98,63.46,Jos0406e,3.667,4.833,0,1.833,1.167,0.833,5,5.833,2,2.667,0.167,2.333,0.333,1.167,1,4.167,0,3.333,0.167,0,0,0.5,1.667,5,3.5,3.5,0.167,1.167,2.5,1.333,0.667,5,4.167,4.167,0.667,0.167,0.5,0,1.333,4.833,1.833,3.5,4.667,0.167,0,0.167,2,4.5,1.833,
Josquin des Prez,Jos0501a-Missa_Lami_Baudichon-Kyrie.krn,3,Mass,111.032,0,0.620914989,6.37745,0.06122449,12.18,65.83,Jos0501a,7.5,2.727,2.273,1.136,3.409,1.818,3.182,5.682,2.727,0.682,0.455,1.136,0,1.364,1.136,5.455,3.409,4.091,0.909,0.227,0,0.227,0.682,6.364,1.364,4.773,0.227,0,3.182,0,2.5,6.136,3.182,3.636,0.682,1.818,0,0,0.455,4.773,1.136,2.273,2.955,0.227,0,0,0.682,3.409,0,
Josquin des Prez,Jos0501b-Missa_Lami_Baudichon-Gloria.krn,3,Mass,110.467,1,0.832445388,7.00195,0.056060606,13.77,60.48,Jos0501b,4.894,4.617,1.2,0.277,2.308,0.739,5.725,6.648,2.678,3.693,0.554,1.2,0.092,0.923,1.293,6.094,2.493,4.34,0.185,0,0,0.092,1.385,5.448,1.385,4.063,0.185,0.092,2.862,0.739,1.385,5.171,4.155,3.601,0.092,0.369,0,0,0.554,4.432,0.739,2.862,4.801,0.462,0.185,0,0.831,3.232,0.923,
Josquin des Prez,Jos0501c-Missa_Lami_Baudichon-Credo.krn,3,Mass,107.142,1,0.874190983,7.297,0.07213706,12.38,65.31,Jos0501c,4.309,3.936,0.798,0.745,1.33,1.011,5.319,5,3.723,2.872,0.904,1.277,0.426,1.117,1.596,5.319,2.553,2.553,0.372,0.426,0,0.16,0.426,4.309,1.223,4.309,0.266,0,2.021,1.011,1.117,4.521,5.213,4.521,0.479,1.117,0.426,0.372,0.426,5.319,2.234,3.457,4.202,0.16,0.372,0,1.117,4.415,1.223,
Josquin des Prez,Jos0501e-Missa_Lami_Baudichon-Agnus.krn,3,Mass,107.976,1,0.876518742,6.20007,0.067193676,17.47,52.59,Jos0501e,3.965,6.828,0.22,1.542,1.542,2.203,3.744,5.727,2.203,4.626,1.101,1.542,0,0.881,1.982,3.304,1.322,4.405,0.881,0,0,0.661,0.881,5.066,2.203,4.185,0.22,0,3.524,1.762,0.881,4.185,1.542,4.846,0.441,0.441,0.881,0,0,3.965,1.101,4.626,5.286,0.441,0,0,1.542,2.863,0.441,
Josquin des Prez,Jos0502a-Missa_Une_mousse_de_Biscaye-Kyrie.krn,4,Mass,124.691,3,0.801448296,6.39007,0.201530612,21.14,49.62,Jos0502a,1.611,5.452,0.743,0.124,0.372,1.239,7.063,4.833,0.743,5.576,0,0.743,0.248,0.867,1.859,4.833,0.991,4.833,0.496,0.743,0,0,0.991,4.585,0.248,3.965,0.124,0.248,1.487,0.248,0.743,3.841,1.735,6.691,0.496,0.991,0.372,0.867,0.867,6.691,0.743,4.833,6.196,0.124,0.743,0,0.867,6.444,1.487,
Josquin des Prez,Jos0502b-Missa_Une_mousse_de_Biscaye-Gloria.krn,4,Mass,106.879,1,0.88184394,6.63231,0.184407796,18.4,50.53,Jos0502b,2.004,4.285,0.829,0.415,0.346,1.037,5.39,4.976,1.106,4.492,0.276,1.037,0.207,1.382,1.797,5.529,3.11,3.594,1.037,1.382,0.207,0,0.968,4.561,0.968,3.801,0.207,0.138,0.968,0.415,1.589,4.63,2.488,5.39,0.415,0.415,0.968,0.691,0.484,6.082,2.211,4.008,4.216,0.207,1.106,0,1.244,5.183,2.211,
Josquin des Prez,Jos0502c-Missa_Une_mousse_de_Biscaye-Credo.krn,4,Mass,103.17,4,0.869802356,7.36396,0.15625,15.71,51.25,Jos0502c,4.046,3.691,0.222,1.067,0.978,0.845,4.624,4.891,3.424,4.091,0.178,1.156,0.044,1.423,0.934,5.247,2.268,3.824,0.534,0.534,0.267,0.222,1.467,4.446,2.89,3.913,0.222,0.8,1.423,0.222,1.289,5.024,4.091,3.246,0.8,0.178,0.267,0,0.845,3.646,2.712,3.424,4.491,0.356,1.201,0.267,1.69,3.513,3.068,
Josquin des Prez,Jos0502d-Missa_Une_mousse_de_Biscaye-Sanctus.krn,4,Mass,98.467,1,0.856298438,6.9157,0.163716814,18.8,53.22,Jos0502d,2.588,4.86,0.792,0.687,1.268,0.792,5.969,5.705,1.268,5.124,0.264,0.792,0.053,0.898,1.215,6.128,1.849,4.543,0.845,0.264,0.423,0.211,0.951,5.071,1.004,4.86,0.053,0.792,1.638,0.158,1.743,5.388,1.955,4.279,0.581,0.211,0,0.053,0.898,4.543,0.845,4.12,5.969,0.158,0.845,0.211,1.373,4.385,1.373,
Josquin des Prez,Jos0502e-Missa_Une_mousse_de_Biscaye-Agnus.krn,4,Mass,124.691,3,0.801448296,6.39007,0.201530612,21.14,49.62,Jos0502e,1.611,5.452,0.743,0.124,0.372,1.239,7.063,4.833,0.743,5.576,0,0.743,0.248,0.867,1.859,4.833,0.991,4.833,0.496,0.743,0,0,0.991,4.585,0.248,3.965,0.124,0.248,1.487,0.248,0.743,3.841,1.735,6.691,0.496,0.991,0.372,0.867,0.867,6.691,0.743,4.833,6.196,0.124,0.743,0,0.867,6.444,1.487,
Josquin des Prez,Jos0601a-Missa_Lhomme_arme_quarti_toni-Kyrie.krn,5,Mass,105.171,1,0.812454529,6.46658,0.100890208,13.08,62.7,Jos0601a,5.357,3.571,0.162,1.623,0.487,0,5.195,4.87,0.487,4.221,0,0,0.162,0.812,0.487,5.195,2.435,5.195,0.162,1.299,1.136,1.623,0.325,5.519,3.896,4.87,0.649,1.299,0.974,0,0.974,6.006,1.948,3.896,0,0.162,0.325,0.162,0.649,5.844,1.299,2.922,3.896,0.649,1.948,1.136,0,4.221,1.948,
Josquin des Prez,Jos0601b-Missa_Lhomme_arme_quarti_toni-Gloria.krn,5,Mass,103.342,4,0.721544014,6.83575,0.058914729,10.1,52.91,Jos0601b,8.746,2.915,0.353,1.413,0.618,0.883,3.71,4.329,0.883,2.562,0,0,0,0.177,0.795,3.534,6.272,4.859,0.088,1.767,0.265,1.148,0.265,5.477,3.71,4.152,0.795,1.06,1.06,0,0.177,4.682,3.18,3.269,0,0.177,0.265,1.237,1.325,3.887,5.212,3.18,2.827,0.088,0.883,0.972,0.088,3.534,3.18,
Josquin des Prez,Jos0601c-Missa_Lhomme_arme_quarti_toni-Credo.krn,5,Mass,111.464,3,0.869476621,7.25826,0.074031891,13.4,55.12,Jos0601c,4.467,4.411,0.614,1.452,0.447,1.005,3.518,3.573,1.34,5.137,0.558,0.112,0.112,0.335,1.508,4.076,5.695,5.193,0.447,1.396,0.838,1.508,1.005,6.03,3.853,3.462,0.614,0.893,0.558,0.112,0.503,4.578,1.675,3.741,0.112,0.391,0.112,0.67,1.34,3.908,3.015,3.629,3.685,0.223,1.284,0.67,0.614,3.071,2.513,
Josquin des Prez,Jos0601d-Missa_Lhomme_arme_quarti_toni-Sanctus.krn,5,Mass,117.473,5,0.906833481,7.14795,0.064209275,12.59,65.13,Jos0601d,4.354,4.143,0.562,1.194,0.562,0.351,5.969,6.531,1.124,3.511,0.14,0.14,0.14,0.702,0.492,5.407,2.598,3.933,0.07,1.334,0.772,0.913,0.351,5.478,4.143,3.02,0.913,1.334,0.421,0,0.492,4.635,1.826,2.317,0,0.351,0.281,0.843,0.702,4.213,2.949,4.213,4.143,0.702,0.983,1.685,0.281,5.548,3.23,
Josquin des Prez,Jos0601e-Missa_Lhomme_arme_quarti_toni-Agnus.krn,5,Mass,107.92,1,0.871184437,6.64267,0.04048583,9.13,67.26,Jos0601e,3.42,3.538,0.472,1.061,0.472,0.825,5.542,5.896,1.179,3.656,0.236,0.236,0.118,0.472,0.472,5.778,3.42,4.481,0.118,1.061,1.297,0.708,0.236,6.014,3.892,3.42,0.943,1.887,0.59,0,0.59,3.892,2.241,2.594,0,0.236,0.59,0.472,0.708,3.184,3.066,4.363,4.481,0.472,2.358,2.358,0.236,3.656,3.066,
Josquin des Prez,Jos0602a-Missa_Lhomme_arme_sexti_toni-Kyrie.krn,1,Mass,113.529,0,0.725272563,6.57123,0.096153846,12.47,64.34,Jos0602a,2.981,4.62,0.447,0.894,1.639,1.49,5.216,6.11,1.937,4.471,1.192,1.639,0,0.596,0.745,7.004,2.086,2.981,1.043,0.149,0.149,0.447,0.596,5.365,1.192,2.832,0.298,0.149,1.788,0.745,1.788,4.322,6.11,4.024,0.298,0.894,0.149,0.447,0.149,4.471,0.894,4.173,5.216,0.596,0,0.149,0.447,4.024,1.043,
Josquin des Prez,Jos0602b-Missa_Lhomme_arme_sexti_toni-Gloria.krn,1,Mass,110.095,2,0.718709096,7.0782,0.05904059,12.95,61.81,Jos0602b,4.13,4.565,0.797,0.58,1.522,1.087,4.855,5,2.391,4.493,0.87,1.377,0.072,0.58,1.449,6.304,1.667,4.493,0.58,0.145,0,0.145,0.87,6.377,1.304,3.768,0.29,0.145,2.609,0.652,1.232,5.29,5.29,3.913,0.725,0.507,0.072,0.435,0.29,4.928,1.812,2.609,4.203,0.145,0.29,0,0.942,3.043,1.159,
Josquin des Prez,Jos0602c-Missa_Lhomme_arme_sexti_toni-Credo.krn,1,Mass,103.053,0,0.739451465,7.27651,0.060211554,15.29,59.08,Jos0602c,4.352,4.068,0.52,0.851,0.662,2.271,5.345,5.014,1.23,4.21,0.71,1.041,0.237,0.757,1.561,6.197,2.649,3.832,0.568,0.378,0.095,0.142,0.946,6.055,1.088,4.257,0.284,0.095,2.081,0.568,1.561,4.872,4.399,4.115,0.426,0.284,0.237,0.331,1.135,5.96,1.041,2.98,4.447,0.095,0.142,0.189,0.899,3.5,1.325,
Josquin des Prez,Jos0602d-Missa_Lhomme_arme_sexti_toni-Sanctus.krn,1,Mass,119.017,0,0.795165567,6.49399,0.072368421,16.75,61.79,Jos0602d,2.734,6.043,0.144,1.583,1.439,1.007,5.899,6.619,0.719,5.468,0.288,0.719,0.144,0.576,2.158,5.755,1.439,5.036,1.007,0.288,0,0.719,1.007,5.324,0.288,4.748,0.144,0,1.583,0.576,3.022,4.029,2.158,4.748,0.144,0.144,0.144,0.144,0.719,4.748,0.863,4.46,5.324,0.144,0.144,0,1.439,4.173,0,
Josquin des Prez,Jos0602e-Missa_Lhomme_arme_sexti_toni-Agnus.krn,1,Mass,102.699,0,0.783214922,6.71152,0.056558363,8.63,76.09,Jos0602e,4.025,4.65,0.902,0.347,1.527,1.041,4.65,4.858,1.596,5.135,0.278,1.249,0.555,1.527,2.082,5.76,1.666,4.303,1.249,0.416,0,0.139,1.735,5.413,0.763,4.164,0.555,0.069,1.804,0.347,2.984,6.107,3.262,3.47,0.555,0.625,0.278,0,1.041,4.788,1.041,2.776,4.094,0.416,0,0,1.457,3.4,0.902,
Josquin des Prez,Jos0603a-Missa_Lhomme_arme_super_voces_musicales-Kyrie.krn,1,Mass,105.383,0,0.89802466,6.60415,0.108695652,13.42,63.49,Jos0603a,1.734,5.78,1.156,1.272,1.272,0.462,4.971,6.012,2.543,3.815,0.809,1.04,0,1.503,1.734,5.202,0.694,3.237,0,0.231,0,0.116,0.925,4.046,2.89,4.971,0.116,1.156,1.156,0.578,1.04,3.931,2.428,4.74,1.156,0.347,0.347,0,0.925,4.046,0.809,5.087,6.012,0.231,0.578,0.578,0.925,5.665,1.734,
Josquin des Prez,Jos0603b-Missa_Lhomme_arme_super_voces_musicales-Gloria.krn,1,Mass,109.335,1,0.906491124,6.94702,0.095682614,12.69,63.56,Jos0603b,4.554,4.807,1.898,0.886,1.834,0.506,5.882,6.515,1.455,3.352,0.38,0.886,0,0.696,1.075,6.262,1.581,3.099,0.253,0.253,0.443,0.633,0.443,4.238,1.898,4.364,0.253,0.38,2.34,0.127,0.633,4.997,3.858,4.491,1.202,0.506,0.19,0.063,0.38,4.997,0.443,3.163,5.756,0.127,1.139,0.38,0.569,3.858,1.961,
Josquin des Prez,Jos0603c-Missa_Lhomme_arme_super_voces_musicales-Credo.krn,1,Mass,108.34,2,0.866751623,6.99023,0.083501006,12.21,62.5,Jos0603c,2.616,5.072,0.694,0.747,1.548,1.175,3.791,6.353,4.378,4.378,1.495,1.442,0.214,1.121,1.228,5.82,1.068,2.99,0,0,0.107,0.053,2.136,4.111,1.922,4.218,0.053,0.374,1.442,1.548,0.534,4.538,3.684,2.883,2.136,0.16,1.175,0,0.481,4.378,1.975,3.47,4.164,0.16,0.16,0.107,1.068,5.392,1.442,
Josquin des Prez,Jos0603d-Missa_Lhomme_arme_super_voces_musicales-Sanctus.krn,1,Mass,131.04,0,0.953353187,6.237,0.06206089,12.51,63.39,Jos0603d,2.111,3.519,0.985,0.915,1.689,0.704,4.785,4.433,1.267,3.941,0.563,1.619,0,0.844,2.533,5.419,1.478,3.167,0.422,0.493,1.126,0.915,1.196,5.559,0.704,4.293,0.141,1.267,1.407,0.985,1.759,6.545,2.745,3.659,1.267,0.493,0.141,0,1.337,5.63,0.422,3.378,3.519,0.211,1.407,0.352,1.196,6.052,1.407,
Josquin des Prez,Jos0603e-Missa_Lhomme_arme_super_voces_musicales-Agnus.krn,1,Mass,106.592,0,0.894240298,7.20336,0.063655031,11.22,69.97,Jos0603e,3.043,4.915,1.229,1.404,1.053,1.112,2.867,3.452,3.101,5.032,0.936,1.17,0.059,1.814,2.575,4.74,1.112,3.745,0.293,0,0.293,0.878,1.814,3.92,2.399,5.208,0.059,0.527,1.112,0.819,1.17,5.208,4.564,4.33,0.878,0.117,0.293,0,1.17,3.686,1.112,4.096,4.213,0.059,0.527,0.176,1.814,3.686,2.224,
Josquin des Prez,Jos0701a-Missa_Allez_regretz_I-Kyrie.krn,4,Mass,136.959,0,0.804852647,6.35339,0.132352941,18.55,55.31,Jos0701a,2.883,5.225,0.36,0.541,1.622,1.261,6.667,6.847,1.441,3.604,0.721,1.261,0.36,0.36,1.081,5.045,2.162,3.964,0.901,0.721,0,0.18,0.541,5.225,0.901,3.964,0.18,0,2.523,1.081,1.622,3.784,3.063,5.045,0.18,0.721,0.901,0.721,0.721,5.766,0.721,3.784,5.045,0,0.18,0,0.901,4.685,0.541,
Josquin des Prez,Jos0701b-Missa_Allez_regretz_I-Gloria.krn,4,Mass,103.625,0,0.814220165,6.16747,0.169444444,18.2,36.05,Jos0701b,8.141,4.253,0.608,0.486,1.094,1.337,4.496,4.982,2.916,4.01,0.122,1.215,0.243,0.243,0.851,4.982,5.346,2.673,0.729,0.851,0,0.122,0.608,3.767,2.43,3.159,0.243,0.122,1.337,0.122,1.701,3.402,6.075,4.374,0.122,1.215,0.608,0.122,1.094,4.739,4.374,2.309,3.281,0.243,0,0,0.608,2.795,1.458,
Josquin des Prez,Jos0701c-Missa_Allez_regretz_I-Credo.krn,4,Mass,89.5287,3,0.801434509,6.20011,0.072790295,15.56,34.91,Jos0701c,9.084,4.249,1.172,0.659,1.245,1.685,4.689,4.615,3.077,3.223,0.366,0.44,0.879,0.293,1.905,4.835,6.96,2.051,1.099,0.293,0,0.366,0.366,3.37,1.978,2.271,0.22,0.073,2.857,0.147,1.685,2.491,7.473,2.637,0.22,0.952,0.513,0.513,0.879,3.736,5.568,1.172,3.663,0.22,0.147,0,0.659,1.685,1.319,
Josquin des Prez,Jos0701d-Missa_Allez_regretz_I-Sanctus.krn,4,Mass,111.259,2,0.840935087,6.88243,0.099469496,19.06,50.58,Jos0701d,2.882,6.484,0.576,0.648,0.865,1.513,6.052,7.061,1.729,4.899,0.865,0.793,0.504,0.288,1.513,6.268,1.873,3.746,0.36,0.576,0,0.504,0.648,5.403,0.72,4.107,0.288,0.072,1.873,0.144,1.801,4.323,2.666,4.323,0.216,0.576,0.648,0.072,1.369,5.692,1.297,3.386,4.827,0.144,0.288,0,0.432,4.179,0.504,
Josquin des Prez,Jos0701e-Missa_Allez_regretz_I-Agnus.krn,4,Mass,122.873,0,0.741088951,6.65293,0.270029674,17.6,57.4,Jos0701e,6.41,5.698,2.279,0.142,0.997,2.849,5.84,4.131,0.427,3.846,0,0.285,0.142,0.997,2.422,2.707,4.274,3.134,1.567,0.712,0,0.427,0,3.134,0.997,4.416,0.855,0,2.279,0.427,0.997,4.701,4.416,4.416,0.427,2.137,0,0.142,0.855,5.556,1.567,2.991,5.84,0.57,0.142,0,0.285,2.849,0.712,
Josquin des Prez,Jos0703a-Missa_Dung_aultre_amer-Kyrie.krn,3,Mass,119.641,1,0.788360571,6.51722,0.1,12.69,64.88,Jos0703a,4.235,4.235,2.118,0.941,1.412,0.235,4.706,7.294,1.412,4.235,0.471,0.235,0,0,0.471,7.765,2.588,5.412,0,0.471,0.941,0.706,0.471,5.412,1.647,4.941,0,0.235,0.941,0,1.647,4.471,1.412,4.235,1.647,0.471,0,0,0,4.706,0.706,4.235,3.529,0,0.941,0,1.412,4.471,2.588,
Josquin des Prez,Jos0703b-Missa_Dung_aultre_amer-Gloria.krn,3,Mass,122.783,0,0.803183516,6.01413,0.079207921,13.15,43.72,Jos0703b,5.473,1.99,2.239,0.249,2.488,0.249,4.229,4.975,1.244,2.736,0.498,0.249,0,0.498,1.244,4.726,2.736,3.731,0.498,0,1.493,0.498,0.995,4.478,3.483,3.98,0.249,0.498,0.995,0.746,1.741,5.224,8.458,2.488,1.493,0.498,0,0,0.498,2.736,0.498,2.239,3.731,0.249,1.99,0.249,1.741,2.985,5.721,
Josquin des Prez,Jos0703c-Missa_Dung_aultre_amer-Credo.krn,3,Mass,92.0222,0,0.716376684,6.30209,0.083932854,15,41.21,Jos0703c,6.122,2.834,1.587,2.041,2.041,0.68,4.422,4.308,1.474,2.041,0.227,0.907,0,0.567,1.474,4.535,3.175,3.401,0.34,0.794,0.454,1.587,0.794,4.649,4.082,2.834,0.227,0.227,1.247,0.227,1.814,3.968,8.617,2.494,0.68,0.113,0,0,0.227,3.968,1.361,2.494,5.102,0.227,1.02,0.113,1.02,2.381,5.102,
Josquin des Prez,Jos0703e-Missa_Dung_aultre_amer-Agnus.krn,3,Mass,130.559,0,0.848652718,6.31574,0.100478469,11.11,65.66,Jos0703e,3.291,4.304,2.278,0.759,1.772,0.253,7.342,6.835,0.759,2.785,0.253,0.759,0,0,1.013,5.57,1.772,3.544,0.506,0.253,0.506,0.506,0.759,3.038,2.278,3.797,0.253,0.253,0.759,0,1.772,2.785,7.342,4.051,1.772,0.253,0,0,0.506,5.063,0.506,3.544,7.089,0.253,0.759,0.506,1.013,4.557,2.025,
Josquin des Prez,Jos0801a-Missa_Faisant_regretz-Kyrie.krn,1,Mass,109.152,0,0.796290501,6.19478,0.126436782,15.92,54.01,Jos0801a,2.462,5.492,2.083,0.758,1.326,1.326,6.25,6.629,0.758,4.167,0.189,0.189,0,0.568,4.356,5.114,1.136,3.788,0.947,0,0,1.136,0.758,2.462,0.568,4.735,0.758,0,3.22,0.189,1.894,3.977,2.841,5.871,1.705,0.568,0,0.189,0.758,6.818,0.758,1.515,4.924,0.189,0.379,0.379,3.598,1.705,0.568,
Josquin des Prez,Jos0801b-Missa_Faisant_regretz-Gloria.krn,1,Mass,88.7246,0,0.799518514,6.33004,0.098455598,18.07,44.48,Jos0801b,1.873,4.683,1.561,1.145,0.728,1.353,5.099,4.683,0.624,4.995,0.312,0.52,0,1.249,2.81,4.995,2.081,5.411,0.312,0.416,0.104,0.832,1.353,3.746,0.624,5.931,0.104,0.624,1.457,0.104,1.145,3.85,2.497,5.931,1.665,0.312,0,0.104,1.457,4.891,0.312,3.226,5.411,0.52,1.561,0.104,3.226,2.081,1.977,
Josquin des Prez,Jos0801c-Missa_Faisant_regretz-Credo.krn,1,Mass,106.077,2,0.838722483,6.53158,0.12295082,19.06,46.27,Jos0801c,3.27,5.69,2.027,1.373,1.112,2.027,4.317,5.298,0.719,4.251,0.131,1.308,0,1.766,3.99,4.382,1.243,4.317,0.131,0.458,0.196,0.327,1.831,1.897,1.112,5.036,0.131,0.589,2.354,0.458,3.663,3.009,2.354,4.382,1.243,0.327,0.131,0.065,0.719,4.317,0.523,3.401,6.802,0.196,0.458,0.065,3.27,1.7,1.635,
Josquin des Prez,Jos0801d-Missa_Faisant_regretz-Sanctus.krn,1,Mass,115.859,1,0.893379039,6.74468,0.072058824,12.76,64.01,Jos0801d,2.566,7.791,1.375,0.917,0.825,1.283,4.033,6.141,1.558,5.225,0.55,1.467,0,2.016,3.3,5.225,1.467,3.483,0.092,0,0.092,0.55,2.383,3.025,1.192,3.3,0.825,0.55,1.558,0.183,1.558,3.483,3.208,3.575,1.742,0,0.367,0,1.833,4.033,0.733,3.208,5.683,0.458,0.275,0.092,2.2,3.116,1.467,
Josquin des Prez,Jos0801e-Missa_Faisant_regretz-Agnus.krn,1,Mass,107.03,0,0.848611955,6.55753,0.081677704,13.9,54.77,Jos0801e,5,5.357,1.31,0.476,1.429,0.476,3.929,5,3.452,3.81,0.595,0.357,0.119,2.976,3.214,4.524,1.071,2.738,0.238,0,0.238,0.476,1.667,2.381,1.071,3.81,0.357,0.238,1.19,0.714,1.667,3.452,5.833,6.071,1.19,0.238,0.119,0,1.071,5.714,0.357,2.024,4.643,0.595,0.476,0.119,4.167,1.786,2.262,
Josquin des Prez,Jos0802a-Missa_Fortuna_desperata-Kyrie.krn,1,Mass,111.879,0,0.918070036,6.59903,0.118032787,14.54,60.95,Jos0802a,2.392,6.061,0.319,1.116,0.797,2.073,4.306,5.742,1.595,5.263,0.638,0.957,1.116,1.276,2.073,6.38,1.754,3.828,1.435,0.638,0,0.159,0.638,6.38,1.435,3.19,0,0.478,1.116,0.159,1.754,3.509,1.435,4.944,0.319,0.797,1.435,0.159,1.754,3.19,1.276,4.466,5.104,0.159,0.797,0,1.435,3.19,0.957,
Josquin des Prez,Jos0802b-Missa_Fortuna_desperata-Gloria.krn,1,Mass,107.217,1,0.897569713,6.91812,0.104402516,14.62,56.41,Jos0802b,5.577,3.992,0.697,1.267,1.014,1.584,5.323,4.943,2.218,4.119,0.19,0.951,0.253,0.507,2.155,5.45,2.852,3.422,0.887,0.76,0.063,0.824,0.634,5.703,0.824,2.788,0.317,0.063,1.648,0.19,1.774,4.183,2.535,5.894,0.19,0.444,0.127,0.19,1.267,6.401,1.141,3.992,4.119,0.317,0.253,0,1.394,3.992,0.57,
Josquin des Prez,Jos0802c-Missa_Fortuna_desperata-Credo.krn,1,Mass,103.153,3,0.940291474,7.35511,0.093780849,15.99,54.93,Jos0802c,4.507,4.236,0.406,0.946,1.442,2.073,5.092,3.921,1.803,4.101,0.27,0.991,0.406,0.766,1.712,4.056,3.38,3.966,0.631,1.217,0.406,0.361,0.631,4.146,1.217,3.695,0.27,0.18,1.893,0.315,2.343,3.38,3.2,5.318,0.225,1.217,0.856,0.631,0.631,5.858,2.388,3.785,4.552,0.135,0.631,0,1.217,3.56,1.037,
Josquin des Prez,Jos0802d-Missa_Fortuna_desperata-Sanctus.krn,1,Mass,109.437,0,0.92782668,6.95694,0.06870229,15.57,60.96,Jos0802d,2.243,5.857,0.685,0.374,1.184,0.748,5.047,4.237,1.371,4.735,0.374,2.056,0.436,1.308,1.059,5.171,1.121,3.863,0.436,0.685,0.561,0.062,0.436,4.922,0.623,5.234,0.187,0.187,2.679,0.935,1.121,5.234,4.112,5.358,0.374,0.872,0.748,0.125,0.81,4.424,0.561,4.673,4.922,0.436,0.561,0.187,1.931,4.05,0.685,
Josquin des Prez,Jos0802e-Missa_Fortuna_desperata-Agnus.krn,1,Mass,140.901,1,0.89358032,7.09832,0.062737643,10.91,70.47,Jos0802e,3.128,3.128,0.293,0.587,0.684,0.391,4.497,4.301,1.76,4.497,0.391,0.88,0.489,0.489,1.075,5.963,3.91,3.812,1.857,1.075,0.293,0,0.88,7.331,1.075,4.008,0.098,0.587,1.564,0.196,0.978,7.136,4.203,5.181,0.196,0.88,0.196,0.391,0.88,5.083,2.542,2.835,2.151,0.978,0.88,0,1.369,2.933,1.955,
